"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"JONBALDWIN","Jon Baldwin","WR",33.4824502561606,3.128193237167,1,"DET",324,NA,131,NA,44,NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,30.7,36.3,NA,NA,16.3,33.4824502561606,-127.992980942681,NA,5.75753129966887,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JONVAUGHN","Jon Vaughn","RB",0.6,NA,1,NA,626,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,0.6,0.6,-209.76909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JORDANCAMERON","Jordan Cameron","TE",140.210388008279,4.56504229436348,13,"CLE",104,62,4,138.35,122.8,148.4,144.7,144.7,136.8,138.3,135.5,145.2,152,141.8,153.1,110.3,129,NA,129.8,140.430993589744,140.210388008279,23.4778599270893,17.6,11.4725293013977,7.4,18,12.7,18,53.2,6.1,71.9,9,59,57.3,8.5,12.7,11,8.51077262361331
"JORDANLYNCH","Jordan Lynch","RB",0,NA,1,"CHI",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JORDANMATTHEWS","Jordan Matthews","WR",95.4865654330778,5.07218907786053,1,"PHI",171,137.1,66,NA,NA,116.3,76.5,NA,96.05,97.1,69.7,103.9,99.1,99.1,92.2,80.1,102,NA,87.8,95.2432703962704,95.4865654330778,-65.9888657657638,20.9,12.9727942306781,1,1,1,1,NA,0,170,2,176,129.7,14.7,1,1,0.693147180559945
"JORDANNORWOOD","Jordan Norwood","WR",0,NA,1,"DEN",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,2.1,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JORDANPALMER","Jordan Palmer","QB",16.0346957676429,3.94980693400178,1,"CHI",418,NA,50,NA,23.86,22,NA,NA,22.054,11.5,NA,3.1,NA,1.06,NA,NA,NA,NA,NA,12.00425,16.0346957676429,-352.451947056452,NA,10.1839075997379,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JORDANREED","Jordan Reed","TE",120.482344631068,4.45869173488516,5,"WAS",127,86,9,87.22,131.5,128.3,117.1,117.1,128.24,157.3,134.1,123.8,114.8,115.1,115.3,87.4,129,NA,102.4,123.687185897436,120.482344631068,3.74981654987791,11.3,17.8945581512529,1.5,7,4.25,7,84.2,2.1,115.3,8,80,76.9,11.4,4.25,1,8.54247099860051
"JORDANRODGERS","Jordan Rodgers","QB",0,NA,1,"MIA",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JORDANSHIPLEY","Jordan Shipley","WR",0,NA,1,NA,648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JORDANTODMAN","Jordan Todman","RB",69.0201903611477,6.22612067888576,1,"JAC",215,189.3,69,93.96,88.8,47.8,97.6,NA,63.22,66.5,22.6,61.5,52.4,41.2,59.5,112.5,57.2,NA,57.8,69.9227965367965,69.0201903611477,-141.348900564542,21.8,24.3250835581276,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JORDYNELSON","Jordy Nelson","WR",198.883232014129,3.3654070524277,42,"GB",65,20.5,9,204.46,202.8,207.4,205,200.7,200.56,202.6,185.5,206.6,199.8,197.3,213,163.7,190,NA,167.9,199.70169017094,198.883232014129,37.4078008152878,4.6,14.1630380114679,38.1,36,37.05,38.1,23,29.7,25.1,31,22,20.2,3.1,37.05,33,7.52563997504154
"JORVORSKIELANE","Jorvorskie Lane","RB",13.0585453734278,3.74051042688988,1,"TB",445,NA,132,26.55,19.5,5.5,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5805,13.0585453734278,-197.310545552262,NA,9.05633986037774,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JOSEPHANDERSON","Joseph Anderson","WR",2.09,NA,1,"CHI",597,NA,226,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,2.09,-159.385431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JOSEPHFAURIA","Joseph Fauria","TE",34.1488172775278,5.28625520692416,1,"DET",322,NA,56,19.37,60.1,31.4,NA,NA,31.55,78.9,23.5,32.8,26.9,36,30,NA,NA,NA,33.9,38.0632575757576,34.1488172775278,-82.5837108036623,NA,17.3839128872854,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"JOSEPHMORGAN","Joseph Morgan","WR",11.65,5.0914037455803,1,"NO",456,NA,184,NA,NA,NA,NA,NA,34.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6166666666667,11.65,-149.825431198842,NA,16.3341666454093,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JOSEPHRANDLE","Joseph Randle","RB",30.1362232273305,4.44254644120689,1,"DAL",343,171.5,101,29.08,41.6,27.2,43.9,NA,34.8,37,26.9,4.2,18.9,24.6,29.5,9.7,NA,NA,22.62,28.034965034965,30.1362232273305,-180.232867698359,16.5,11.4740427230448,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"JOSHBELLAMY","Josh Bellamy","WR",1.2,NA,1,"CHI",612,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,1.2,1.2,-160.275431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JOSHBOYCE","Josh Boyce","WR",10.2499976296092,3.54779269755532,1,"NE",468,NA,186,NA,NA,NA,NA,NA,13.35,16.6,NA,5.9,NA,4.9,8.3,NA,26.1,NA,NA,9.50625,10.2499976296092,-151.225433569232,NA,8.01808892442582,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JOSHCOOPER","Josh Cooper","WR",19.05,5.48515830495106,1,"CLE",399,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,32.1,NA,NA,NA,NA,19.05,19.05,-142.425431198842,NA,18.4554869889689,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JOSHCRIBBS","Josh Cribbs","WR",0,NA,1,"NYJ",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JOSHFREEMAN","Josh Freeman","QB",0,2.91499104441832,1,NA,648,NA,75,NA,26.08,NA,NA,NA,19.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24866666666667,0,-368.486642824095,NA,4.60892199977392,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"JOSHGORDON","Josh Gordon","WR",54.8634008096769,5.64359382202962,4,"CLE",246,123.6,97,NA,NA,NA,62.2,NA,51.4,NA,51.4,NA,NA,21.1,NA,NA,66.8,NA,NA,30.9433333333333,54.8634008096769,-106.612030389165,22,17.8082003582619,1.8,5,3.4,5,123.4,2.8,137.6,0,137,96.7,11.9,3.4,1,0
"JOSHHILL","Josh Hill","TE",21.43,4.09743050999155,1,"NO",390,NA,68,NA,NA,NA,NA,NA,15.09,10.2,NA,36.8,19,NA,5.5,NA,NA,NA,22.8,18.647,21.43,-95.3025280811901,NA,10.9792174888134,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JOSHHUFF","Josh Huff","WR",27.7836383407875,3.69862170958055,1,"PHI",353,NA,146,NA,NA,36.6,NA,NA,33.75,24.5,NA,26.3,24.1,19,8.7,21.2,30.3,NA,12.3,24.8792857142857,27.7836383407875,-133.691792858054,NA,8.83066783683117,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JOSHJOHNSON","Josh Johnson","QB",0,NA,1,"CIN",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JOSHMCCOWN","Josh McCown","QB",268.31697505087,8.4709101334228,2,"TB",29,154.1,24,312.3,272,274.14,255.3,NA,250.234,206.72,188.66,219.38,204.6,263.72,228.5,315.6,197.34,NA,183.74,271.579121645022,268.31697505087,-100.169667773225,26,43.4670286961316,1.1,1,1.05,1.1,133,2.1,134.7,0,182,NA,NA,1.05,1,5.30826769740121
"JOSHMORGAN","Josh Morgan","WR",21.6677807624517,4.67786130066016,1,"CHI",388,NA,161,3.55,53.9,NA,NA,NA,23.66,12.6,13.2,13.5,7,32.1,25.4,29.5,29.1,NA,9.56,19.8035164835165,21.6677807624517,-139.80765043639,NA,14.1062406939323,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"JOSHUACRIBBS","Joshua Cribbs","WR",-0.09,NA,1,"NYJ",795,NA,278,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,-0.09,-161.565431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JOSHVAUGHAN","Josh Vaughan","RB",0.15,NA,1,"ATL",645,NA,200,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.15,-210.21909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JULIANEDELMAN","Julian Edelman","WR",149.085797673863,4.30454305460214,9,"NE",97,76.5,27,139.52,158.8,145.5,158.9,NA,152.61,141.3,147.4,135.2,136.7,141.2,143,120.2,149.6,NA,141.97,150.790564935065,149.085797673863,-12.389633524979,16.5,9.98707890501247,3.1,13,8.05,13,74,8,69.4,12,70,65.8,8.1,8.05,5,7.08840877867539
"JULIANTALLEY","Julian Talley","WR",0,NA,1,"NYG",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,1.2,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"JULIOJONES","Julio Jones","WR",211.932137320139,3.27861336720735,45,"ATL",53,15.5,5,233.65,209.6,221.1,214.2,215.9,221.24,229.1,228.1,200.9,203.4,213.5,200.8,188.5,202.6,NA,191.82,214.492932692308,211.932137320139,50.4567061212975,4.3,13.5882283438206,41.4,38,39.7,41.4,20.3,33.1,22.8,36,20,16.3,2.5,39.7,44,8.51479030679993
"JULIUSTHOMAS","Julius Thomas","TE",164.226376338465,4.54456494161208,29,"DEN",86,36.9,2,178.16,171.5,173.7,178.7,178.7,172.92,183.5,171.1,158,171,145.1,153,101.2,146.8,NA,127.5,163.481224358974,164.226376338465,47.4938482572752,8,22.7839861891344,28.3,28,28.15,28.3,33.3,26,28.6,29,29,29.2,5.2,28.15,21,9.40426106461349
"JUNIORHEMINGWAY","Junior Hemingway","WR",45.0000520659321,4.85929497507518,1,"KC",281,NA,111,NA,65.8,60,NA,NA,60.74,30,53,45.3,34.6,31.5,60,25.7,34.8,NA,26.9,45.0434920634921,45.0000520659321,-116.47537913291,NA,15.0836997109362,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JURONCRINER","Juron Criner","WR",13.7999998468926,4.92046986432763,1,"OAK",440,NA,179,NA,47.8,NA,NA,NA,27.15,19.9,NA,8.5,8.7,3.2,7.2,0.6,29,NA,NA,15.555,13.7999998468926,-147.675431351949,NA,15.4132744015598,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JUSTICECUNNINGHAM","Justice Cunningham","TE",1.2,2.09886909436253,1,"STL",612,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.2,NA,NA,NA,NA,0.9,1.2,-115.53252808119,NA,0.212132034355964,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JUSTINBLACKMON","Justin Blackmon","WR",0,NA,1,"JAX",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"JUSTINBROWN","Justin Brown","WR",26.3268245607382,4.81447035488167,1,"PIT",368,NA,153,NA,NA,34.5,NA,NA,25.89,NA,NA,18.4,38.1,NA,NA,0.8,NA,NA,NA,19.987,26.3268245607382,-135.148606638103,NA,14.8422107517715,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"JUSTINFORSETT","Justin Forsett","RB",26.4984776978096,5.17352981169145,1,"BAL",365,NA,108,12.48,57.6,41.9,NA,NA,31.07,45.3,6.1,16.2,17.7,20.1,6.7,NA,NA,NA,29.75,24.1786363636364,26.4984776978096,-183.87061322788,NA,16.7766140803203,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"JUSTINHUNTER","Justin Hunter","WR",113.419704125199,4.86473546384972,4,"TEN",140,103.9,50,NA,120.6,126.8,104.8,NA,110.73,97.4,93.8,90.4,113.2,116.1,116.1,85.5,127.3,NA,115.09,112.157384282384,113.419704125199,-48.0557270736431,18.5,13.6205398722024,1.2,6,3.6,6,123.1,1.4,127.5,5,135,111.5,12.8,3.6,1,3.3322045101752
"JUWANTHOMPSON","Juwan Thompson","RB",3.2,2.79450214925087,1,"DEN",572,NA,176,NA,NA,NA,NA,NA,NA,0.4,NA,NA,6,NA,NA,NA,NA,NA,NA,3.2,3.2,-207.16909092569,NA,3.95979797464467,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KADEEMCAREY","Ka'Deem Carey","RB",64.84991911382,4.27568763475242,1,"CHI",224,181,71,NA,83.3,NA,76.4,NA,64.69,65.4,70.7,35.7,46.9,54.7,53,69.8,51.3,NA,43.2,62.8368376068376,64.84991911382,-145.51917181187,12.6,14.3610809028071,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"KAHLILBELL","Kahlil Bell","RB",-0.12,NA,1,"GB",796,NA,243,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,-0.12,-210.48909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KAMARAIKEN","Kamar Aiken","WR",6.24,NA,1,"BAL",527,NA,208,NA,NA,NA,NA,NA,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,6.24,-155.235431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KAPRIBIBBS","Kapri Bibbs","RB",0,NA,1,"DEN",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KASSIMOSGOOD","Kassim Osgood","WR",1.845,NA,1,"SF",600,NA,228,NA,NA,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.845,1.845,-159.630431198842,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KEALOHAPILARES","Kealoha Pilares","WR",14.64,3.81695148841694,1,"CAR",431,NA,175,28.03,NA,NA,NA,NA,14.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2233333333333,14.64,-146.835431198842,NA,9.46815980008787,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEAVONMILTON","Keavon Milton","TE",0,NA,1,"CLE",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KEENANALLEN","Keenan Allen","WR",175.06553565402,3.56786467168822,36,"SD",76,34.2,13,206.32,173.3,164.7,169.5,NA,169.52,173.2,177.1,167.6,174.6,179.3,185,152.6,175.9,NA,151.7,176.088424242424,175.06553565402,13.5901044551788,7.1,13.3413353368929,35.2,35,35.1,35.2,29.9,15.9,45.7,23,35,32.2,3.6,35.1,19,5.17048399503815
"KEILANDWILLIAMS","Keiland Williams","RB",0.23,NA,1,NA,640,NA,196,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.23,-210.13909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KEITHWENNING","Keith Wenning","QB",0,NA,1,"BAL",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KELLENCLEMENS","Kellen Clemens","QB",8.68168424055389,4.36410677895212,1,"SD",489,NA,60,1.54,NA,NA,NA,NA,NA,30.48,NA,10.16,1.2,2.86,NA,NA,NA,NA,NA,7.82,8.68168424055389,-359.804958583541,NA,12.4159139816608,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"KELLENDAVIS","Kellen Davis","TE",17.7703733218165,4.62881290364984,1,"NYG",405,NA,70,NA,NA,NA,NA,NA,19.84,1.5,42,NA,20.9,14.9,8.6,NA,NA,NA,NA,13.4675,17.7703733218165,-98.9621547593736,NA,13.84199648413,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KELLENMOORE","Kellen Moore","QB",0,NA,1,"DET",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KELLENWINSLOW","Kellen Winslow Jr","TE",7.04,9.32820280440967,1,NA,516,NA,95,14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7,NA,NA,NA,NA,20.825,7.04,-109.69252808119,NA,39.159573542111,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,3.13549421592915
"KELVINBENJAMIN","Kelvin Benjamin","WR",118.39985763116,4.37949487418544,4,"CAR",133,105.4,47,NA,127.8,130.9,102.5,NA,113.68,119.9,119.4,107.4,127.3,118.1,117.8,104.2,109,NA,116,117.93656010656,118.39985763116,-43.0755735676812,18,8.99278229100056,1.3,6,3.65,6,123.6,2.5,129.3,2,129,92.2,9.8,3.65,1,1.79175946922805
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR",64.2271789156342,7.1292600739632,1,"NE",226,159.1,89,34.84,65.8,82.2,79.6,NA,75.41,59.9,NA,73.5,72.7,69.9,51.8,11.9,72.1,NA,21.6,61.5662562437562,64.2271789156342,-97.2482522832075,31.2,22.7644171843601,1.1,0,0.55,1.1,123.5,0,170,0,197,NA,NA,0.55,1,0
"KENDALLGASKINS","Kendall Gaskins","RB",0.1,NA,1,"NYG",646,NA,201,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-210.26909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KENDALLHUNTER","Kendall Hunter","RB",-2.88,8.86357242435217,1,"SF",812,NA,247,94.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA,NA,NA,19.022380952381,-2.88,-213.24909092569,NA,36.6564155367106,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KENDALLWRIGHT","Kendall Wright","WR",147.281130166654,3.47736720594791,8,"TEN",99,69.3,29,140.83,153.1,145.6,148.3,NA,146.99,138.2,143.1,147.5,138.6,149.8,152,131,151,NA,137.99,147.713161255411,147.281130166654,-14.1943010321881,12,6.48006550129695,2.1,12,7.05,12,84.7,4.5,93.5,11,85,86.8,8.9,7.05,5,5.66642668811243
"KENDIALLAWRENCE","Kendial Lawrence","RB",0,NA,1,"DAL",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KENJONBARNER","Kenjon Barner","RB",12.9327511733269,3.37706278961935,1,"CAR",447,NA,134,9.94,18.1,16.5,24.9,NA,16.56,2.9,NA,9.6,8.4,NA,2.1,NA,NA,NA,14.5,13.9216363636364,12.9327511733269,-197.436339752363,NA,7.09829557006469,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"KENNETHMOORE","Kenneth Moore","WR",0,NA,1,NA,648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KENNYBRITT","Kenny Britt","WR",95.6867701001895,6.34208537096429,1,"STL",170,136,65,74.04,102.6,105.5,83.9,NA,91.13,67.9,94.1,99,111.6,88.9,108.5,53.8,115,NA,113.1,97.6727380952381,95.6867701001895,-65.7886610986521,27.8,18.3670234387611,1,1,1,1,NA,0,170,2,185,128.9,12.9,1,1,3.58351893845611
"KENNYSTILLS","Kenny Stills","WR",110.845133060568,4.84173023447485,1,"NO",142,135.3,51,113.28,122.2,111.7,90.1,NA,108.4,102.8,115.3,100.7,113.2,114.4,111.2,113.4,113.9,NA,106,111.598824675325,110.845133060568,-50.6302981382736,23.1,7.8468658263477,1,1,1,1,NA,1.4,145.4,2,160,125.6,14.4,1,1,0
"KERWYNNWILLIAMS","Kerwynn Williams","RB",0,NA,1,"SD",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,0.466666666666667,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KESHAWNMARTIN","Keshawn Martin","WR",40.9698690246895,5.59594061857734,1,"HOU",294,NA,119,56.39,41.3,34.7,NA,NA,37.01,39.2,34,42.3,13,10.7,6,63.9,61.5,NA,NA,36.7685634920635,40.9698690246895,-120.505562174152,NA,19.0523176033942,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINBOSS","Kevin Boss","TE",0,NA,1,NA,648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KEVINBROCK","Kevin Brock","TE",2.53021586823252,2.6801574520661,1,"CIN",587,NA,119,NA,NA,NA,NA,NA,6.55,NA,NA,NA,NA,0.4,1.2,NA,NA,NA,NA,2.0375,2.53021586823252,-114.202312212958,NA,3.34377531143068,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINCONE","Kevin Cone","WR",2.4,2.12511939832058,1,"MIA",592,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.4,NA,NA,NA,NA,1.76666666666667,2.4,-159.075431198842,NA,0.353553390593274,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEVINDORSEY","Kevin Dorsey","WR",1.3,3.22763216455871,1,"GB",610,NA,230,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,3.63333333333333,1.3,-160.175431198842,NA,6.29325035256027,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEVINELLIOTT","Kevin Elliott","WR",0,NA,1,"BUF",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KEVINNORWOOD","Kevin Norwood","WR",28.8999836505817,3.79149657103802,1,"SEA",349,NA,143,NA,41.3,28.1,NA,NA,34.7,NA,NA,NA,NA,17.7,23,NA,NA,NA,NA,20.6857142857143,28.8999836505817,-132.57544754826,NA,9.33102352370843,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINOGLETREE","Kevin Ogletree","WR",35.7356596932864,5.70867031524106,1,"DET",315,NA,125,NA,47.8,54.2,NA,NA,51,49.1,NA,11.5,14,16.6,NA,NA,NA,NA,NA,30.5775,35.7356596932864,-125.739771505555,NA,19.6596395839656,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINWALTER","Kevin Walter","WR",20.69,NA,1,NA,393,NA,163,42.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,20.69,-140.785431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KHIRYROBINSON","Khiry Robinson","RB",115.15013853243,8.53373074732751,2,"NO",138,135.7,47,NA,167,123.5,134.7,NA,146.88,83.4,148.5,109.4,110.2,102.7,70.5,14.6,118.6,NA,63.62,113.948253746254,115.15013853243,-95.2189523932602,28.4,41.2608862402801,1.4,1,1.2,1.4,123.6,2.4,111.6,5,134,123.9,14.6,1.2,1,6.289715570909
"KIEROSMALL","Kiero Small","RB",0.4,2.1382445502996,1,"SEA",632,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,NA,NA,NA,0.4,0.4,-209.96909092569,NA,0.424264068711928,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KIRKCOUSINS","Kirk Cousins","QB",26.8816636358181,4.76789714567445,1,"WAS",362,NA,44,7.95,41.64,26.96,46.74,NA,35.78,14.1,32.26,15.36,12.6,13.18,12.6,NA,50.62,NA,19.7,28.5561978021978,26.8816636358181,-341.604979188277,NA,14.5913014129336,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"KNILEDAVIS","Knile Davis","RB",103.22033207749,5.25486113656092,1,"KC",155,159.8,51,94.02,105,99.2,87.5,NA,98.99,103.5,89,88.9,120,79.7,49.6,87.4,100.8,NA,67.5,100.426006493506,103.22033207749,-107.1487588482,19,17.2234498497042,1,1,1,1,NA,1.1,142.7,3,183,NA,NA,1,1,0
"KNOWSHONMORENO","Knowshon Moreno","RB",137.628921906231,6.69612166784907,3,"MIA",107,120.9,38,174.75,150.5,124.7,173.2,NA,151.88,123.8,158.4,112.8,106.9,112.6,159.5,164.1,124.1,NA,87.2,140.184927489177,137.628921906231,-72.7401690194589,23.3,27.5873768413927,2.9,2,2.45,2.9,107.7,2.9,100.4,6,107,113.7,17.9,2.45,1,5.14166355650266
"KONRADREULAND","Konrad Reuland","TE",6.53349174459689,3.91291505812243,1,"NYJ",523,NA,96,NA,NA,NA,NA,NA,5.7,NA,NA,NA,1.2,NA,20.3,NA,NA,NA,NA,5.44,6.53349174459689,-110.199036336593,NA,9.98515564892873,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
